id,SalePrice
1461,123467.22652065149
1462,129917.24516644549
1463,187497.03051398532
1464,198185.56516643945
1465,189852.44422905685
1466,177410.6364607604
1467,179366.81040109802
1468,167583.23937138083
1469,184762.96326983743
1470,123109.36217465591
1471,190493.81303419787
1472,100245.19542788337
1473,100861.00640123713
1474,149921.1821987849
1475,114883.74857096397
1476,346900.6124993863
1477,244833.30169445247
1478,287502.65809680603
1479,272555.5511261174
1480,483476.60362263536
1481,316615.3290338891
1482,208263.65826710148
1483,180021.09014759137
1484,168168.53436747773
1485,175030.99985677353
1486,193659.87654235758
1487,313850.52308764006
1488,234310.53775301616
1489,194530.33165730303
1490,237776.63339347794
1491,190658.78820836794
1492,91322.63508647957
1493,176733.55820540612
1494,282975.5364364499
1495,286242.2480974145
1496,235350.3190737868
1497,182105.4762593927
1498,165060.38561808085
1499,159869.05457587348
1500,158302.68474705698
1501,176337.47879803166
1502,150200.81199017883
1503,289492.7276834407
1504,235973.04573367015
1505,229049.27668768252
1506,185360.51202650354
1507,261496.1584567886
1508,198260.81747099265
1509,154230.6096852479
1510,148062.37928659737
1511,154091.69794024082
1512,177707.73386485866
1513,140912.32498415204
1514,156056.4634159007
1515,206581.7742293321
1516,154800.66160294332
1517,156684.8120874797
1518,138307.51397422823
1519,218236.1255737756
1520,130829.33572897893
1521,136887.4013794789
1522,169881.72776510427
1523,115502.74072347772
1524,120011.55552859211
1525,121898.47438367327
1526,117226.4330528991
1527,110174.89409072178
1528,127598.03458607386
1529,148634.73164095316
1530,186747.99109486816
1531,125875.30971913932
1532,97637.86086131504
1533,151713.05284400692
1534,116257.61977505343
1535,156204.20307065896
1536,110965.04494313308
1537,84563.67489702035
1538,138604.76052183026
1539,184654.13758027653
1540,99450.21228616129
1541,141378.04116648954
1542,139879.56660550574
1543,180949.5550379975
1544,88382.96782516532
1545,111543.48571097353
1546,130309.85620335619
1547,135931.98342566696
1548,128861.13004573941
1549,120528.92987956991
1550,140737.177494632
1551,108488.95636736456
1552,146904.79060940468
1553,136129.68407414
1554,114332.20818561313
1555,169060.2191225165
1556,90632.38289249054
1557,106340.0280147946
1558,97890.18001082857
1559,92204.12320943124
1560,139966.73002617553
1561,135845.07582208217
1562,132679.31257514772
1563,121035.26080567298
1564,164644.43044571506
1565,151340.1614680183
1566,220328.87179879542
1567,83501.69470706164
1568,229311.31979022906
1569,149069.68160381363
1570,132655.44390580125
1571,120279.83469944338
1572,143097.96478046096
1573,226838.7604705454
1574,121567.1559821413
1575,216968.07926350838
1576,246604.2254712352
1577,185592.7342991914
1578,137350.3098731135
1579,146772.7405145932
1580,191074.56542133196
1581,144712.46015984297
1582,126351.8341004857
1583,313671.2844021425
1584,225868.2788089312
1585,142429.5321577296
1586,80933.13963808949
1587,103426.46341676037
1588,145506.7233916804
1589,103364.61405964363
1590,130613.54703588285
1591,97230.99983785585
1592,120323.68065652295
1593,119526.82000693477
1594,131076.05495865183
1595,124541.65227889392
1596,219460.30233566486
1597,191223.7981922723
1598,199473.27370141062
1599,164164.33493070182
1600,168548.37911823604
1601,81030.54073321876
1602,116447.67511677532
1603,76251.91034657648
1604,262665.1286614467
1605,241398.70519373112
1606,166954.08610738898
1607,177278.7816977273
1608,213947.31673627728
1609,183838.47380813086
1610,154894.04155047578
1611,141823.14321021235
1612,179807.6021715297
1613,178296.67678111824
1614,124120.65320628809
1615,91332.19416062733
1616,81406.3807258883
1617,95451.63713940815
1618,129379.73948968224
1619,140184.87255104448
1620,191184.40577210145
1621,138892.16381990354
1622,146827.96754614005
1623,264887.2997624725
1624,222259.45791806298
1625,119765.34705653622
1626,172063.5444020091
1627,192627.85124906973
1628,269563.0334847775
1629,171311.12936380683
1630,340924.04388316383
1631,207490.33211455753
1632,234987.25632272943
1633,164208.29515056
1634,187714.15370577184
1635,179194.46314835013
1636,163715.68906794456
1637,205187.47263486605
1638,183824.76905827524
1639,185920.32672900474
1640,236423.24348932647
1641,183695.33491018298
1642,229951.4932007506
1643,220972.574290666
1644,231837.7564034188
1645,208619.5093494899
1646,156147.6784334422
1647,157268.3508394909
1648,134455.35490620698
1649,137170.4912496965
1650,120046.68631300316
1651,126400.68006262214
1652,100613.83662058822
1653,102070.72309566547
1654,147551.38656698205
1655,140235.3672695183
1656,144540.8179514514
1657,148443.53196812264
1658,147892.25904270334
1659,124692.50748388645
1660,152015.5431306259
1661,428241.09945374745
1662,371357.4525343274
1663,367187.75193275244
1664,451135.00590828765
1665,300859.44903438474
1666,317791.79113394517
1667,352230.84864263097
1668,321368.71853182267
1669,287983.68992707675
1670,327065.1301725058
1671,269851.30854606
1672,429010.4439516318
1673,286334.81830486754
1674,246329.2129241981
1675,201834.37240345305
1676,202179.37403335868
1677,217606.0025271724
1678,405622.0392607237
1679,375435.9166611646
1680,310701.9658651564
1681,237530.41956031817
1682,306702.78713861486
1683,193399.97476052184
1684,173518.17389415117
1685,176154.61296639018
1686,176241.28391718425
1687,164500.35277565874
1688,187472.7779495918
1689,190263.2193685974
1690,191602.75302813706
1691,181479.85543850297
1692,249908.8472083839
1693,159608.14474895058
1694,181681.30958298402
1695,162974.6326916206
1696,272354.8373853377
1697,165761.59337534674
1698,342459.45498885453
1699,316438.94953356456
1700,250336.00983469273
1701,261932.41209960304
1702,244437.76420597723
1703,244788.04029558177
1704,282667.311378345
1705,225397.45812244804
1706,336261.25512799586
1707,206246.46733567858
1708,202059.09573615872
1709,265142.71299845
1710,221790.07987075386
1711,261518.74823673116
1712,254918.10983046488
1713,277890.10034563683
1714,221976.21784615077
1715,201655.78266021088
1716,183155.80016586347
1717,170114.2531830089
1718,138236.62207197156
1719,200632.54291375435
1720,236393.18715891137
1721,156708.6876492599
1722,125926.20289848938
1723,159855.70893017194
1724,205894.7863150664
1725,235766.16870684706
1726,190122.83563217046
1727,164525.15945793313
1728,172916.96142903433
1729,165079.40365814258
1730,155801.93187792742
1731,120134.1218903135
1732,128622.10674202065
1733,117503.59115119543
1734,124061.5011608031
1735,123215.23101581747
1736,111664.40934338812
1737,304098.88249009097
1738,227515.3266492954
1739,265281.17584821995
1740,232392.0859810252
1741,202247.06735821374
1742,171024.47726299817
1743,172373.7873274651
1744,296024.1136633025
1745,206625.99549581253
1746,195034.31301597756
1747,210614.02427153557
1748,222088.36290114257
1749,152397.28755515584
1750,130651.031790744
1751,228344.3816363162
1752,119380.76901718648
1753,151075.2768970395
1754,198029.6735878524
1755,165716.785470858
1756,129881.50196813868
1757,119281.57025965038
1758,151346.25260912286
1759,167765.63061158542
1760,167876.38092893708
1761,150981.59655289204
1762,183523.6890941275
1763,169234.4314588649
1764,118029.18553105021
1765,174919.1547362006
1766,187754.27018202457
1767,218414.7341905885
1768,140435.63238882428
1769,159856.8346792289
1770,142368.6855724
1771,125194.69596648501
1772,134934.7075244945
1773,135475.22474215235
1774,151067.43632479513
1775,132865.0642090838
1776,122872.4516985251
1777,109662.5604873324
1778,135437.84615938834
1779,120924.3057831015
1780,165025.20086575815
1781,123596.66663360823
1782,103694.67659577492
